50 1467.660000 0.485437
70 1561.920000 0.679612
90 1320.420000 0.873786
110 439.700000 0.521327
130 423.580000 0.616114
150 425.700000 0.710900
170 457.000000 0.805687
190 452.740000 0.900474
210 444.240000 0.995261
230 421.100000 0.523918
250 430.880000 0.569476
270 430.200000 0.615034
290 421.540000 0.660592
310 451.740000 0.706150
330 572.700000 0.751708
350 592.040000 0.797267
370 413.080000 0.842825
390 414.820000 0.888383
410 506.840000 0.933941
430 430.680000 0.979499
450 400.220000 0.507328
470 560.140000 0.529876
490 417.460000 0.552424
510 419.040000 0.574972
530 408.140000 0.597520
550 412.520000 0.620068
570 412.640000 0.642616
590 406.900000 0.665163
610 419.060000 0.687711
630 594.220000 0.710259
650 418.820000 0.732807
670 431.800000 0.755355
690 434.080000 0.777903
710 421.700000 0.800451
730 421.380000 0.822999
750 432.580000 0.845547
770 419.340000 0.868095
790 423.160000 0.890643
810 497.300000 0.913191
830 427.620000 0.935738
850 429.780000 0.958286
870 440.040000 0.980834
890 412.960000 0.473656
910 411.140000 0.484300
930 421.780000 0.494944
950 407.720000 0.505588
970 409.080000 0.516232
990 418.840000 0.526876
1010 407.300000 0.537520
1030 417.440000 0.548164
1050 417.480000 0.558808
1070 425.480000 0.569452
1090 410.560000 0.580096
1110 409.620000 0.590740
1130 409.900000 0.601384
1150 418.060000 0.612028
1170 416.960000 0.622672
1190 424.540000 0.633316
1210 439.320000 0.643960
1230 476.200000 0.654604
1250 414.540000 0.665247
1270 416.360000 0.675891
1290 409.740000 0.686535
1310 441.580000 0.697179
1330 422.400000 0.707823
1350 413.900000 0.718467
1370 431.580000 0.729111
1390 417.280000 0.739755
1410 422.960000 0.750399
1430 432.200000 0.761043
1450 430.100000 0.771687
1470 432.240000 0.782331
1490 434.380000 0.792975
1510 419.700000 0.803619
1530 418.860000 0.814263
1550 445.060000 0.824907
1570 432.240000 0.835551
1590 442.880000 0.846195
1610 427.400000 0.856839
1630 447.460000 0.867483
1650 435.500000 0.878127
1670 417.160000 0.888771
1690 426.960000 0.899415
1710 426.440000 0.910059
1730 402.920000 0.920703
1750 431.680000 0.931346
1770 448.760000 0.941990
1790 426.040000 0.952634
1810 422.380000 0.963278
1830 431.100000 0.973922
1850 426.620000 0.984566
1870 445.100000 0.995210
1890 428.260000 0.469332
1910 411.460000 0.474298
1930 417.720000 0.479265
1950 422.760000 0.484231
1970 413.100000 0.489198
1990 423.820000 0.494164
2010 415.480000 0.499131
2030 418.160000 0.504097
2050 409.740000 0.509064
2070 594.140000 0.514030
2090 424.880000 0.518997
2110 422.440000 0.523963
2130 426.260000 0.528930
2150 422.860000 0.533896
2170 412.620000 0.538863
2190 412.660000 0.543829
2210 422.540000 0.548796
2230 420.280000 0.553762
2250 419.760000 0.558729
2270 423.540000 0.563695
2290 416.220000 0.568662
2310 424.220000 0.573628
2330 408.540000 0.578595
2350 421.020000 0.583561
2370 436.280000 0.588527
2390 422.220000 0.593494
2410 411.060000 0.598460
2430 419.120000 0.603427
2450 425.620000 0.608393
2470 424.740000 0.613360
2490 426.540000 0.618326
2510 425.340000 0.623293
2530 418.180000 0.628259
2550 441.100000 0.633226
2570 423.280000 0.638192
2590 429.360000 0.643159
2610 424.280000 0.648125
2630 421.740000 0.653092
2650 438.920000 0.658058
2670 418.820000 0.663025
2690 430.700000 0.667991
2710 419.080000 0.672958
2730 450.400000 0.677924
2750 440.060000 0.682890
2770 436.760000 0.687857
2790 432.880000 0.692823
2810 431.440000 0.697790
2830 427.080000 0.702756
2850 401.520000 0.707723
2870 434.740000 0.712689
2890 442.100000 0.717656
2910 421.600000 0.722622
2930 439.080000 0.727589
2950 428.440000 0.732555
2970 434.360000 0.737522
2990 443.820000 0.742488
3010 427.020000 0.747455
3030 439.020000 0.752421
3050 424.020000 0.757388
3070 438.620000 0.762354
3090 411.120000 0.767321
3110 441.120000 0.772287
3130 439.180000 0.777254
3150 428.220000 0.782220
3170 438.160000 0.787187
3190 441.100000 0.792153
3210 440.360000 0.797119
3230 439.940000 0.802086
3250 430.600000 0.807052
3270 428.200000 0.812019
3290 422.160000 0.816985
3310 445.460000 0.821952
3330 436.320000 0.826918
3350 427.860000 0.831885
3370 423.200000 0.836851
3390 422.940000 0.841818
3410 422.120000 0.846784
3430 440.460000 0.851751
3450 438.260000 0.856717
3470 439.360000 0.861684
3490 430.080000 0.866650
3510 436.220000 0.871617
3530 425.780000 0.876583
3550 445.580000 0.881550
3570 427.360000 0.886516
3590 445.660000 0.891482
3610 436.860000 0.896449
3630 448.640000 0.901415
3650 427.900000 0.906382
3670 459.440000 0.911348
3690 445.320000 0.916315
3710 434.880000 0.921281
3730 472.920000 0.926248
3750 443.540000 0.931214
3770 444.880000 0.936181
3790 434.160000 0.941147
3810 443.860000 0.946114
3830 421.240000 0.951080
3850 458.520000 0.956047
3870 449.140000 0.961013
3890 449.660000 0.965980
3910 434.680000 0.970946
3930 437.760000 0.975913
3950 448.220000 0.980879
3970 442.280000 0.985846
3990 427.300000 0.990812
4010 462.940000 0.995779
4030 437.060000 0.496122
4050 405.420000 0.498584
4070 411.360000 0.501046
4090 411.080000 0.503509
4110 414.420000 0.505971
4130 427.040000 0.508433
4150 431.340000 0.510895
4170 415.500000 0.513357
4190 429.740000 0.515819
4210 413.400000 0.518281
4230 433.900000 0.520744
4250 426.880000 0.523206
4270 418.840000 0.525668
4290 419.700000 0.528130
4310 424.440000 0.530592
4330 426.660000 0.533054
4350 420.980000 0.535516
4370 421.260000 0.537979
4390 417.040000 0.540441
4410 414.640000 0.542903
4430 453.220000 0.545365
4450 428.100000 0.547827
4470 424.800000 0.550289
4490 437.280000 0.552751
4510 427.080000 0.555214
4530 419.580000 0.557676
4550 440.640000 0.560138
4570 434.400000 0.562600
4590 436.240000 0.565062
4610 434.000000 0.567524
4630 430.720000 0.569986
4650 418.500000 0.572449
4670 435.320000 0.574911
4690 435.580000 0.577373
4710 419.620000 0.579835
4730 430.580000 0.582297
4750 429.280000 0.584759
4770 430.400000 0.587221
4790 448.220000 0.589684
4810 637.980000 0.592146
4830 434.620000 0.594608
4850 428.640000 0.597070
4870 430.440000 0.599532
4890 431.320000 0.601994
4910 436.420000 0.604456
4930 424.580000 0.606919
4950 426.440000 0.609381
4970 420.600000 0.611843
4990 434.160000 0.614305
5010 429.240000 0.616767
5030 431.640000 0.619229
5050 419.760000 0.621691
5070 417.740000 0.624154
5090 427.600000 0.626616
5110 425.620000 0.629078
5130 424.360000 0.631540
5150 432.200000 0.634002
5170 445.640000 0.636464
5190 436.640000 0.638927
5210 456.340000 0.641389
5230 421.140000 0.643851
5250 428.720000 0.646313
5270 440.740000 0.648775
5290 428.840000 0.651237
5310 436.240000 0.653699
5330 419.720000 0.656161
5350 430.540000 0.658624
5370 430.320000 0.661086
5390 414.200000 0.663548
5410 424.460000 0.666010
5430 443.960000 0.668472
5450 438.040000 0.670934
5470 431.680000 0.673397
5490 434.540000 0.675859
5510 433.260000 0.678321
5530 440.880000 0.680783
5550 429.800000 0.683245
5570 452.480000 0.685707
5590 432.920000 0.688169
5610 438.160000 0.690632
5630 421.460000 0.693094
5650 444.220000 0.695556
5670 418.500000 0.698018
5690 419.740000 0.700480
5710 585.880000 0.702942
5730 439.640000 0.705404
5750 433.760000 0.707867
5770 453.040000 0.710329
5790 437.420000 0.712791
5810 425.140000 0.715253
5830 446.500000 0.717715
5850 438.240000 0.720177
5870 434.540000 0.722639
5890 439.500000 0.725102
5910 427.080000 0.727564
5930 443.720000 0.730026
5950 417.540000 0.732488
5970 442.380000 0.734950
5990 440.960000 0.737412
6010 446.080000 0.739874
6030 437.180000 0.742337
6050 434.940000 0.744799
6070 444.660000 0.747261
6090 440.820000 0.749723
6110 440.780000 0.752185
6130 424.660000 0.754647
6150 436.380000 0.757109
6170 439.800000 0.759572
6190 431.700000 0.762034
6210 445.200000 0.764496
6230 458.360000 0.766958
6250 427.660000 0.769420
6270 459.300000 0.771882
6290 435.840000 0.774344
6310 437.680000 0.776807
6330 479.940000 0.779269
6350 476.960000 0.781731
6370 444.480000 0.784193
6390 438.820000 0.786655
6410 455.500000 0.789117
6430 472.680000 0.791579
6450 452.660000 0.794042
6470 451.900000 0.796504
6490 439.580000 0.798966
6510 439.680000 0.801428
6530 448.580000 0.803890
6550 447.020000 0.806352
6570 463.320000 0.808814
6590 439.740000 0.811277
6610 442.700000 0.813739
6630 434.320000 0.816201
6650 443.220000 0.818663
6670 437.240000 0.821125
6690 448.280000 0.823587
6710 450.220000 0.826050
