50 898.680000
70 873.540000
90 323.540000
110 272.500000
130 287.100000
150 286.120000
170 403.160000
190 300.640000
210 301.780000
230 297.600000
250 303.960000
270 299.980000
290 300.760000
310 296.240000
330 417.820000
350 337.560000
370 304.920000
390 298.600000
410 306.040000
430 315.000000
450 323.860000
470 447.120000
490 312.380000
510 300.080000
530 490.240000
550 314.640000
570 308.080000
590 307.860000
610 353.640000
630 388.200000
650 305.580000
670 316.860000
690 314.500000
710 313.720000
730 323.220000
750 333.180000
770 323.060000
790 395.240000
810 313.560000
830 315.280000
850 318.500000
870 332.940000
890 328.520000
910 319.120000
930 327.820000
950 322.520000
970 335.020000
990 334.260000
1010 321.560000
1030 328.620000
1050 324.280000
1070 328.200000
1090 329.920000
1110 339.660000
1130 339.260000
1150 339.100000
1170 335.260000
1190 338.020000
1210 347.380000
1230 453.880000
1250 342.580000
1270 334.100000
1290 345.420000
1310 351.280000
1330 336.760000
1350 346.560000
1370 341.100000
1390 334.460000
1410 342.520000
1430 346.960000
1450 347.180000
1470 344.380000
1490 350.000000
1510 347.460000
1530 347.860000
1550 347.940000
1570 347.400000
1590 357.220000
1610 345.620000
1630 347.740000
1650 354.560000
1670 341.540000
1690 336.460000
1710 352.660000
1730 343.800000
1750 355.080000
1770 355.280000
1790 358.340000
1810 344.660000
1830 351.720000
1850 350.040000
1870 345.180000
1890 352.160000
1910 358.900000
1930 344.880000
1950 355.580000
1970 347.560000
1990 361.180000
2010 348.620000
2030 345.160000
2050 367.360000
2070 413.860000
2090 360.920000
2110 357.660000
2130 357.640000
2150 338.620000
2170 350.300000
2190 357.980000
2210 362.860000
2230 356.320000
2250 360.640000
2270 364.240000
2290 352.080000
2310 364.780000
2330 366.500000
2350 368.860000
2370 359.340000
2390 356.160000
2410 369.080000
2430 365.640000
2450 367.900000
2470 356.900000
2490 370.600000
2510 364.540000
2530 352.680000
2550 347.080000
2570 355.080000
2590 361.120000
2610 348.660000
2630 372.200000
2650 366.740000
2670 374.840000
2690 367.560000
2710 364.600000
2730 372.180000
2750 372.960000
2770 378.700000
2790 363.380000
2810 360.740000
2830 357.940000
2850 368.780000
2870 377.460000
2890 370.240000
2910 368.440000
2930 367.400000
2950 525.320000
2970 375.760000
2990 374.640000
3010 364.940000
3030 359.220000
3050 380.120000
3070 384.460000
3090 358.240000
3110 430.540000
3130 375.120000
3150 364.240000
3170 365.580000
3190 368.980000
3210 359.140000
3230 360.920000
3250 379.800000
3270 356.760000
3290 367.000000
3310 371.040000
3330 383.040000
3350 378.720000
3370 377.640000
3390 380.160000
3410 376.220000
